StudentId,CourseId,Section no,seat no
2686,77,1,97
2686,82,2,80
2686,112,1,87
2687,100,1,86
2687,115,2,87
2687,118,1,190
2687,55,2,74
2688,101,1,79
2688,97,2,74
2688,78,1,68
2688,126,1,95
2689,137,1,87
2689,110,2,79
2689,124,2,92
2690,135,1,99
2690,62,1,90
2690,90,2,76
2691,132,1,86
2691,33,2,85
2691,74,1,97
2692,92,2,82
2692,24,2,91
2692,69,1,77
2693,60,1,86
2693,89,2,84
2693,136,2,94
2694,95,1,77
2694,26,1,86
2694,135,1,100
2695,23,2,150
2695,147,2,199
2695,136,2,95
2695,51,2,74
2696,11,1,85
2696,36,2,148
2696,52,1,88
2696,6,1,81
2697,121,1,92
2697,12,2,169
2697,40,2,146
2698,30,1,71
2698,46,2,81
2698,60,1,87
2699,41,2,78
2699,45,1,188
2699,133,2,195
2700,109,2,80
2700,15,2,99
2700,70,2,142
2700,3,1,79
2701,105,1,82
2701,4,1,68
2701,60,1,88
2702,16,2,81
2702,100,1,87
2702,62,1,91
2703,30,2,68
2703,95,1,78
2703,20,1,77
2704,72,1,92
2704,111,1,198
2704,62,2,77
2705,112,2,71
2705,126,1,96
2705,135,2,81
2706,26,1,87
2706,111,1,199
2706,88,1,70
2707,63,1,93
2707,127,2,79
2707,42,2,93
2707,87,2,83
2708,141,2,70
2708,52,1,89
2708,32,2,74
2709,3,2,89
2709,149,2,93
2709,150,1,94
2710,130,2,84
2710,32,2,75
2710,100,1,88
2711,117,2,100
2711,26,1,88
2711,74,2,89
2711,82,2,81
2712,52,1,90
2712,124,2,93
2712,95,1,79
2713,110,2,80
2713,109,2,81
2713,92,2,83
2714,113,1,97
2714,97,1,64
2714,12,2,170
2715,102,1,147
2715,75,1,99
2715,27,2,96
2716,34,1,79
2716,94,1,92
2716,100,1,89
2717,40,2,147
2717,132,1,87
2717,121,2,75
2718,122,2,87
2718,76,2,189
2718,118,2,79
2719,141,2,71
2719,1,1,188
2719,91,1,84
2720,134,2,87
2720,40,2,148
2720,71,2,86
2721,90,2,77
2721,36,2,149
2721,112,2,72
2722,4,1,69
2722,29,1,77
2722,92,2,84
2723,103,1,105
2723,23,2,151
2723,107,1,99
2723,121,2,76
2724,69,1,78
2724,89,2,85
2724,100,1,90
2725,116,1,84
2725,34,1,80
2725,71,2,87
2726,25,2,79
2726,81,2,100
2726,53,1,98
2727,59,1,99
2727,66,2,71
2727,15,2,100
2728,48,1,74
2728,20,1,78
2728,139,2,193
2729,119,1,76
2729,47,2,97
2729,110,2,81
2730,20,2,91
2730,54,2,85
2730,41,2,79
2731,71,2,88
2731,39,2,87
2731,16,1,91
2732,133,2,196
2732,87,2,84
2732,40,2,149
2733,115,2,88
2733,60,1,89
2733,91,2,72
2734,122,2,88
2734,135,1,101
2734,43,1,92
2734,42,2,94
2735,115,2,89
2735,116,1,85
2735,137,2,89
2736,113,1,98
2736,107,1,100
2736,92,2,85
2737,77,1,98
2737,59,1,100
2737,50,1,181
2738,24,2,92
2738,31,1,100
2738,48,1,75
2738,76,2,190
2739,125,2,85
2739,20,2,92
2739,133,2,197
2740,137,1,88
2740,13,2,82
2740,134,2,88
2741,97,2,75
2741,56,2,78
2741,60,1,90
2741,24,2,93
2742,30,1,72
2742,47,2,98
2742,125,2,86
2743,120,1,74
2743,45,1,189
2743,139,2,194
2744,140,2,79
2744,67,1,96
2744,73,1,183
2745,76,2,191
2745,42,1,169
2745,71,2,89
2746,127,2,80
2746,109,2,82
2746,2,1,209
2747,118,2,80
2747,128,1,84
2747,9,2,72
2748,121,2,77
2748,49,1,175
2748,53,1,99
2749,94,1,93
2749,46,2,82
2749,30,1,73
2749,83,1,84
2750,97,2,76
2750,17,1,84
2750,40,2,150
2751,131,1,171
2751,39,2,88
2751,95,1,80
2751,2,1,210
2752,43,2,109
2752,103,1,106
2752,49,1,176
2753,141,2,72
2753,103,1,107
2753,124,1,96
2753,97,2,77
2754,38,2,84
2754,118,1,191
2754,119,1,77
2755,6,1,82
2755,25,2,80
2755,88,2,84
2756,74,1,98
2756,15,2,101
2756,3,1,80
2757,136,2,96
2757,65,2,88
2757,78,1,69
2758,86,1,92
2758,43,1,93
2758,78,2,198
2759,23,2,152
2759,55,2,75
2759,30,2,69
2760,19,1,142
2760,6,1,83
2760,139,2,195
2761,68,1,82
2761,147,2,200
2761,31,1,101
2762,114,1,101
2762,140,2,80
2762,134,2,89
2762,119,2,88
2763,99,2,90
2763,69,2,82
2763,78,1,70
2764,140,2,81
2764,100,2,194
2764,24,1,87
2764,55,2,76
2765,58,1,168
2765,64,2,84
2765,78,2,199
2765,32,2,76
2766,119,1,78
2766,118,1,192
2766,88,1,71
2767,132,2,101
2767,47,2,99
2767,21,1,90
2768,69,2,83
2768,16,2,82
2768,96,1,89
2769,122,2,89
2769,71,1,77
2769,121,2,78
2770,12,1,82
2770,130,1,82
2770,59,2,102
2771,81,2,101
2771,27,2,97
2771,39,2,89
2772,56,2,79
2772,112,2,73
2772,27,2,98
2773,61,1,72
2773,42,2,95
2773,84,2,74
2773,30,2,70
2774,150,1,95
2774,75,1,100
2774,32,2,77
2775,56,2,80
2775,33,2,86
2775,49,1,177
2776,146,1,98
2776,139,2,196
2776,84,2,75
2777,80,1,99
2777,28,2,73
2777,130,1,83
2778,12,1,83
2778,120,1,75
2778,102,1,148
2779,74,2,90
2779,20,2,93
2779,128,1,85
2780,4,1,70
2780,115,2,90
2780,33,2,87
2781,141,2,73
2781,90,2,78
2781,63,1,94
2782,3,1,81
2782,19,2,93
2782,23,1,196
2783,26,2,91
2783,32,1,82
2783,31,1,102
2784,56,2,81
2784,121,2,79
2784,2,1,211
2785,41,2,80
2785,43,1,94
2785,137,1,89
2786,137,2,90
2786,125,2,87
2786,117,2,101
2787,118,2,81
2787,78,2,200
2787,24,1,88
2787,63,1,95
2788,41,2,81
2788,99,2,91
2788,78,1,71
2789,112,2,74
2789,69,2,84
2789,135,2,82
2790,114,1,102
2790,120,1,76
2790,112,2,75
2791,115,2,91
2791,49,1,178
2791,132,2,102
2792,139,2,197
2792,140,2,82
2792,9,2,73
2793,52,1,91
2793,31,1,103
2793,78,2,201
2794,109,2,83
2794,84,2,76
2794,62,1,92
2795,68,1,83
2795,64,2,85
2795,57,1,80
2796,148,1,76
2796,102,1,149
2796,15,2,102
2797,43,1,95
2797,90,2,79
2797,61,1,73
2798,81,2,102
2798,26,1,89
2798,121,2,80
2799,123,2,78
2799,79,1,79
2799,96,1,90
2800,16,1,92
2800,66,2,72
2800,133,2,198
2800,115,2,92
2801,76,2,192
2801,53,1,100
2801,136,2,97
2802,132,2,103
2802,36,2,150
2802,96,1,91
2803,92,1,63
2803,83,2,81
2803,69,2,85
2804,111,1,200
2804,95,2,88
2804,141,1,75
2805,137,1,90
2805,99,2,92
2805,19,2,94
2806,60,1,91
2806,87,2,85
2806,69,2,86
2807,45,1,190
2807,15,2,103
2807,17,1,85
2808,9,1,82
2808,38,1,91
2808,97,2,78
2809,73,1,184
2809,12,2,171
2809,69,2,87
2810,22,1,91
2810,49,1,179
2810,10,2,67
2811,69,2,88
2811,100,2,195
2811,121,2,81
2811,36,2,151
2812,54,2,86
2812,135,1,102
2812,132,2,104
2813,59,2,103
2813,135,1,103
2813,97,2,79
2814,19,2,95
2814,117,2,102
2814,40,2,151
2815,41,2,82
2815,5,2,146
2815,111,1,201
2816,60,1,92
2816,55,2,77
2816,56,1,93
2817,119,1,79
2817,19,1,143
2817,112,1,88
2817,100,2,196
2818,130,1,84
2818,119,1,80
2818,64,2,86
2819,78,2,202
2819,59,2,104
2819,73,1,185
2820,26,1,90
2820,24,2,94
2820,42,2,96
2821,32,2,78
2821,105,1,83
2821,120,2,95
2822,34,1,81
2822,60,1,93
2822,43,1,96
2822,33,2,88
2823,10,2,68
2823,92,1,64
2823,59,1,101
2824,21,1,91
2824,53,1,101
2824,1,1,189
2824,139,2,198
2825,23,2,153
2825,132,1,88
2825,45,1,191
2825,13,2,83
2826,22,1,92
2826,88,2,85
2826,91,1,85
2826,52,1,92
2827,38,2,85
2827,23,1,197
2827,50,1,182
2828,52,2,88
2828,121,2,82
2828,95,2,89
2828,92,1,65
2829,132,2,105
2829,100,1,91
2829,148,1,77
2830,12,1,84
2830,96,2,170
2830,56,1,94
2831,112,2,76
2831,30,1,74
2831,73,1,186
2832,29,1,78
2832,115,2,93
2832,43,2,110
2833,127,2,81
2833,12,2,172
2833,59,2,105
2833,20,2,94
2834,103,1,108
2834,124,2,94
2834,53,1,102
2835,69,2,89
2835,16,2,83
2835,124,1,97
2836,56,2,82
2836,13,2,84
2836,125,2,88
2836,5,2,147
2837,9,2,74
2837,97,2,80
2837,84,2,77
2838,46,2,83
2838,19,1,144
2838,52,1,93
2839,116,1,86
2839,19,1,145
2839,52,1,94
2840,16,1,93
2840,97,1,65
2840,2,1,212
2840,12,2,173
2841,121,2,83
2841,126,1,97
2841,69,1,79
2842,91,1,86
2842,80,1,100
2842,20,2,95
2842,42,1,170
2843,120,1,77
2843,74,1,99
2843,28,2,74
2844,101,2,96
2844,125,2,89
2844,95,2,90
2845,78,2,203
2845,54,2,87
2845,121,1,93
2846,100,1,92
2846,95,2,91
2846,82,1,73
2846,88,1,72
2847,75,2,83
2847,74,1,100
2847,136,2,98
2848,89,2,86
2848,61,1,74
2848,43,1,97
2849,124,2,95
2849,149,2,94
2849,95,2,92
2849,69,2,90
2850,2,1,213
2850,150,2,95
2850,24,1,89
2851,62,2,78
2851,16,2,84
2851,26,1,91
2851,34,1,82
2852,121,2,84
2852,9,1,83
2852,15,2,104
2853,73,1,187
2853,147,2,201
2853,41,2,83
2854,141,2,74
2854,93,2,186
2854,9,1,84
2855,58,1,169
2855,91,2,73
2855,33,2,89
2855,64,2,87
2856,94,1,94
2856,150,2,96
2856,12,2,174
2857,24,2,95
2857,40,2,152
2857,67,1,97
2858,123,2,79
2858,51,2,75
2858,19,2,96
2859,43,1,98
2859,53,1,103
2859,80,1,101
2860,19,2,97
2860,144,1,79
2860,74,2,91
2861,74,1,101
2861,50,1,183
2861,118,2,82
2862,58,1,170
2862,52,2,89
2862,131,1,172
2863,12,2,175
2863,80,1,102
2863,56,1,95
2864,73,1,188
2864,42,1,171
2864,92,2,86
2865,146,1,99
2865,12,1,85
2865,95,1,81
2866,64,2,88
2866,20,2,96
2866,42,2,97
2866,68,1,84
2867,62,1,93
2867,116,1,87
2867,59,2,106
2868,115,2,94
2868,147,2,202
2868,37,1,189
2868,67,1,98
2869,12,1,86
2869,49,1,180
2869,19,2,98
2869,23,1,198
2870,10,2,69
2870,41,1,83
2870,36,2,152
2871,49,1,181
2871,87,2,86
2871,33,2,90
2872,74,2,92
2872,33,2,91
2872,95,2,93
2873,127,2,82
2873,57,1,81
2873,85,2,76
2874,103,1,109
2874,73,1,189
2874,48,1,76
2875,120,1,78
2875,105,1,84
2875,12,2,176
2875,129,2,99
2876,93,2,187
2876,70,2,143
2876,24,2,96
2876,4,1,71
2877,23,1,199
2877,134,2,90
2877,88,1,73
2878,131,1,173
2878,6,1,84
2878,21,1,92
2879,39,2,90
2879,123,2,80
2879,96,1,92
2880,33,2,92
2880,32,2,79
2880,120,2,96
2881,76,2,193
2881,130,1,85
2881,33,2,93
2882,110,2,82
2882,109,2,84
2882,6,2,186
2882,120,2,97
2883,20,1,79
2883,109,2,85
2883,66,2,73
2883,58,1,171
2884,115,2,95
2884,121,1,94
2884,130,1,86
2885,100,2,197
2885,130,1,87
2885,9,1,85
2886,78,1,72
2886,6,2,187
2886,46,2,84
2886,52,1,95
2887,80,1,103
2887,116,1,88
2887,72,1,93
2888,112,1,89
2888,23,2,154
2888,62,2,79
2888,52,2,90
2889,133,2,199
2889,81,2,103
2889,117,2,103
2890,99,2,93
2890,5,2,148
2890,12,1,87
2891,5,2,149
2891,36,2,153
2891,105,2,85
2892,112,1,90
2892,43,1,99
2892,88,1,74
2893,97,1,66
2893,36,2,154
2893,52,2,91
2894,5,2,150
2894,128,1,86
2894,19,2,99
2895,56,2,83
2895,49,1,182
2895,73,1,190
2895,53,1,104
2896,103,1,110
2896,45,1,192
2896,26,2,92
2897,141,1,76
2897,32,2,80
2897,77,1,99
2898,88,1,75
2898,74,1,102
2898,6,2,188
2899,89,2,87
2899,57,1,82
2899,6,2,189
2900,56,1,96
2900,137,1,91
2900,94,1,95
2900,23,1,200
2901,141,2,75
2901,116,1,89
2901,74,2,93
2901,27,2,99
2902,147,2,203
2902,61,1,75
2902,70,2,144
2903,16,1,94
2903,67,1,99
2903,74,1,103
2903,53,1,105
2904,150,2,97
2904,127,2,83
2904,38,1,92
2905,21,1,93
2905,92,2,87
2905,133,2,200
2906,121,1,95
2906,141,2,76
2906,99,2,94
2906,59,2,107
2907,28,2,75
2907,9,2,75
2907,15,2,105
2908,56,2,84
2908,93,2,188
2908,133,2,201
2908,32,2,81
2909,75,1,101
2909,67,1,100
2909,99,2,95
2910,125,2,90
2910,77,1,100
2910,130,2,85
2911,48,1,77
2911,83,1,85
2911,102,1,150
2912,15,2,106
2912,141,1,77
2912,92,1,66
2912,122,2,90
2913,94,1,96
2913,117,2,104
2913,21,1,94
2914,94,1,97
2914,76,2,194
2914,128,1,87
2915,38,2,86
2915,117,2,105
2915,61,1,76
2915,46,2,85
2916,36,2,155
2916,9,2,76
2916,20,2,97
2917,133,2,202
2917,132,1,89
2917,91,1,87
2918,150,2,98
2918,74,1,104
2918,15,2,107
2919,66,2,74
2919,28,2,76
2919,73,1,191
2920,6,1,85
2920,63,1,96
2920,9,1,86
2921,2,1,214
2921,49,2,186
2921,121,1,96
2922,134,2,91
2922,91,1,88
2922,36,2,156
2923,123,2,81
2923,26,2,93
2923,55,2,78
2924,46,2,86
2924,12,1,88
2924,123,2,82
2924,71,2,90
2925,117,2,106
2925,78,1,73
2925,74,2,94
2926,91,1,89
2926,141,2,77
2926,27,2,100
2927,83,2,82
2927,16,2,85
2927,102,1,151
2928,125,2,91
2928,86,1,93
2928,130,1,88
2929,93,2,189
2929,120,1,79
2929,61,1,77
2930,11,1,86
2930,141,2,78
2930,42,2,98
2931,65,2,89
2931,71,2,91
2931,144,1,80
2932,96,1,93
2932,149,2,95
2932,10,2,70
2933,91,1,90
2933,95,2,94
2933,84,2,78
2934,34,1,83
2934,92,2,88
2934,91,1,91
2935,2,1,215
2935,61,1,78
2935,12,1,89
2936,127,2,84
2936,9,2,77
2936,74,1,105
2936,94,1,98
2937,63,1,97
2937,105,2,86
2937,2,1,216
2938,40,2,153
2938,69,2,91
2938,20,2,98
2939,59,2,108
2939,146,1,100
2939,133,2,203
2939,140,2,83
2940,144,1,81
2940,93,2,190
2940,50,1,184
2941,125,2,92
2941,71,1,78
2941,90,2,80
2942,43,2,111
2942,127,2,85
2942,2,1,217
2943,107,1,101
2943,12,2,177
2943,42,2,99
2944,131,1,174
2944,61,1,79
2944,9,1,87
2944,100,2,198
2945,119,1,81
2945,52,2,92
2945,69,2,92
2946,92,2,89
2946,37,1,190
2946,47,2,100
2947,86,1,94
2947,34,1,84
2947,126,1,98
2948,62,2,80
2948,113,1,99
2948,9,1,88
2948,99,2,96
2949,84,2,79
2949,10,2,71
2949,39,2,91
2950,51,2,76
2950,6,1,86
2950,9,2,78
2951,128,1,88
2951,80,1,104
2951,59,1,102
2952,12,1,90
2952,49,2,187
2952,125,2,93
2953,51,2,77
2953,17,1,86
2953,106,2,82
2954,119,1,82
2954,105,1,85
2954,96,2,171
2955,131,1,175
2955,112,1,91
2955,82,2,82
2956,29,1,79
2956,9,2,79
2956,56,1,97
2957,43,2,112
2957,141,1,78
2957,112,2,77
2957,106,2,83
2958,124,1,98
2958,6,2,190
2958,91,1,92
2959,128,1,89
2959,112,1,92
2959,28,2,77
2960,21,1,95
2960,148,1,78
2960,134,2,92
2960,26,1,92
2961,70,2,145
2961,92,2,90
2961,6,1,87
2962,88,1,76
2962,66,2,75
2962,77,1,101
2963,113,1,100
2963,24,1,90
2963,76,2,195
2963,49,2,188
2964,19,2,100
2964,150,2,99
2964,64,2,89
2965,54,2,88
2965,136,2,99
2965,110,2,83
2965,62,2,81
2966,85,2,77
2966,43,1,100
2966,137,2,91
2967,16,1,95
2967,87,2,87
2967,124,1,99
2968,48,1,78
2968,36,2,157
2968,16,1,96
2969,41,2,84
2969,101,1,80
2969,69,2,93
2970,150,2,100
2970,40,2,154
2970,141,1,79
2971,41,1,84
2971,100,2,199
2971,62,1,94
2972,10,2,72
2972,95,1,82
2972,102,1,152
2973,131,1,176
2973,82,1,74
2973,30,2,71
2974,75,1,102
2974,39,2,92
2974,107,1,102
2975,118,1,193
2975,24,1,91
2975,130,1,89
2976,47,2,101
2976,114,2,63
2976,115,2,96
2976,71,2,92
2977,134,2,93
2977,82,2,83
2977,118,2,83
2977,75,2,84
2978,26,1,93
2978,68,1,85
2978,15,2,108
2979,87,2,88
2979,47,2,102
2979,31,1,104
2980,12,1,91
2980,52,1,96
2980,11,1,87
2981,2,1,218
2981,119,1,83
2981,105,1,86
2982,99,2,97
2982,17,1,87
2982,83,1,86
2983,97,2,81
2983,83,2,83
2983,77,1,102
2984,66,2,76
2984,10,2,73
2984,129,2,100
2985,41,2,85
2985,38,2,87
2985,97,2,82
2986,89,2,88
2986,39,2,93
2986,91,1,93
2987,78,1,74
2987,150,1,96
2987,118,1,194
2987,75,1,103
2988,82,1,75
2988,97,1,67
2988,124,2,96
2989,12,2,178
2989,45,1,193
2989,19,2,101
2990,150,1,97
2990,120,2,98
2990,54,2,89
2991,80,1,105
2991,13,2,85
2991,52,1,97
2992,24,1,92
2992,82,1,76
2992,139,2,199
2993,120,1,80
2993,128,1,90
2993,137,1,92
2994,73,1,192
2994,23,2,155
2994,146,1,101
2995,64,2,90
2995,13,2,86
2995,25,2,81
2995,101,1,81
2996,21,1,96
2996,12,2,179
2996,133,2,204
2997,114,1,103
2997,26,2,94
2997,83,2,84
2998,73,1,193
2998,61,1,80
2998,144,1,82
2999,75,2,85
2999,100,1,93
2999,135,1,104
3000,78,1,75
3000,46,2,87
3000,148,1,79
3000,19,1,146
3001,105,1,87
3001,9,2,80
3001,71,2,93
3002,42,2,100
3002,101,1,82
3002,62,1,95
3002,114,2,64
3003,27,2,101
3003,59,1,103
3003,49,1,183
3004,111,1,202
3004,16,2,86
3004,68,1,86
3005,89,2,89
3005,47,2,103
3005,83,2,85
3006,48,1,79
3006,11,1,88
3006,116,1,90
3006,126,1,99
3007,49,2,189
3007,75,2,86
3007,9,2,81
3008,81,2,104
3008,129,2,101
3008,43,2,113
3009,24,2,97
3009,118,1,195
3009,58,1,172
3010,78,1,76
3010,139,2,200
3010,68,1,87
3011,41,1,85
3011,69,2,94
3011,49,1,184
3012,95,2,95
3012,19,1,147
3012,124,2,97
3013,135,1,105
3013,56,2,85
3013,105,1,88
3014,19,1,148
3014,59,2,109
3014,38,1,93
3015,23,1,201
3015,74,1,106
3015,91,1,94
3016,107,1,103
3016,56,2,86
3016,103,1,111
3017,89,2,90
3017,122,2,91
3017,47,2,104
3018,53,1,106
3018,101,1,83
3018,60,1,94
3019,60,1,95
3019,150,2,101
3019,68,1,88
3019,137,2,92
3020,20,1,80
3020,42,1,172
3020,12,2,180
3021,3,1,82
3021,55,2,79
3021,72,1,94
3022,132,1,90
3022,137,2,93
3022,47,2,105
3022,5,2,151
3023,12,1,92
3023,80,1,106
3023,84,2,80
3024,17,1,88
3024,97,2,83
3024,135,1,106
3025,129,2,102
3025,64,2,91
3025,141,2,79
3026,26,1,94
3026,39,2,94
3026,62,2,82
3027,85,2,78
3027,118,2,84
3027,102,1,153
3028,71,2,94
3028,82,2,84
3028,19,1,149
3029,52,2,93
3029,16,2,87
3029,32,2,82
3030,137,1,93
3030,102,1,154
3030,85,2,79
3031,83,1,87
3031,95,2,96
3031,54,2,90
3032,43,1,101
3032,6,1,88
3032,31,1,105
3033,77,1,103
3033,70,2,146
3033,132,1,91
3034,38,2,88
3034,37,1,191
3034,42,1,173
3035,62,2,83
3035,59,2,110
3035,105,1,89
3036,13,2,87
3036,94,1,99
3036,129,2,103
3037,137,1,94
3037,20,2,99
3037,86,1,95
3038,61,1,81
3038,23,1,202
3038,71,2,95
3039,102,1,155
3039,68,1,89
3039,81,2,105
3039,4,1,72
3040,93,2,191
3040,96,2,172
3040,125,2,94
3041,121,1,97
3041,113,1,101
3041,52,2,94
3041,141,1,80
3042,103,1,112
3042,37,1,192
3042,49,2,190
3043,120,2,99
3043,22,1,93
3043,74,2,95
3044,42,1,174
3044,119,2,89
3044,125,2,95
3044,87,2,89
3045,94,1,100
3045,111,1,203
3045,97,1,68
3046,74,2,96
3046,109,2,86
3046,38,1,94
3047,77,1,104
3047,58,1,173
3047,144,1,83
3047,74,1,107
3048,13,2,88
3048,68,1,90
3048,26,2,95
3048,23,2,156
3049,50,1,185
3049,23,2,157
3049,1,1,190
3049,83,2,86
3050,125,2,96
3050,19,2,102
3050,6,2,191
3050,20,1,81
3051,23,1,203
3051,15,2,109
3051,111,1,204
3052,146,1,102
3052,125,2,97
3052,53,1,107
3053,135,2,83
3053,26,1,95
3053,45,1,194
3054,82,1,77
3054,39,2,95
3054,112,2,78
3055,39,2,96
3055,95,1,83
3055,90,2,81
3056,127,2,86
3056,121,1,98
3056,100,1,94
3057,119,1,84
3057,76,2,196
3057,27,2,102
3058,38,2,89
3058,85,2,80
3058,52,1,98
3059,102,1,156
3059,16,2,88
3059,83,2,87
3060,124,2,98
3060,77,1,105
3060,59,1,104
3061,103,1,113
3061,74,2,97
3061,95,2,97
3061,41,1,86
3062,91,2,74
3062,38,1,95
3062,120,1,81
3063,15,2,110
3063,116,1,91
3063,17,1,89
3063,92,1,67
3064,82,1,78
3064,49,2,191
3064,79,1,80
3065,132,1,92
3065,82,2,85
3065,88,1,77
3066,121,1,99
3066,19,1,150
3066,82,2,86
3067,146,1,103
3067,116,1,92
3067,113,1,102
3068,69,1,80
3068,53,1,108
3068,112,2,79
3069,84,2,81
3069,114,2,65
3069,25,2,82
3070,25,2,83
3070,110,2,84
3070,72,1,95
3070,122,2,92
3071,130,2,86
3071,91,1,95
3071,93,2,192
3072,56,2,87
3072,28,2,78
3072,99,2,98
3073,71,1,79
3073,83,1,88
3073,117,2,107
3074,150,2,102
3074,102,1,157
3074,62,2,84
3075,105,2,87
3075,84,2,82
3075,74,1,108
3076,76,2,197
3076,106,2,84
3076,45,1,195
3077,82,2,87
3077,69,2,95
3077,36,2,158
3077,72,1,96
3078,111,1,205
3078,87,2,90
3078,63,1,98
3079,45,1,196
3079,102,1,158
3079,144,1,84
3080,30,1,75
3080,150,1,98
3080,100,2,200
3081,3,1,83
3081,60,1,96
3081,55,2,80
3081,101,1,84
3082,46,2,88
3082,137,1,95
3082,22,1,94
3083,76,2,198
3083,20,2,100
3083,53,1,109
3084,111,1,206
3084,6,1,89
3084,134,2,94
3084,90,2,82
3085,135,2,84
3085,85,2,81
3085,67,1,101
3085,120,1,82
3086,114,1,104
3086,137,2,94
3086,146,1,104
3087,120,2,100
3087,46,2,89
3087,91,2,75
3088,22,1,95
3088,70,2,147
3088,118,1,196
3089,92,2,91
3089,55,2,81
3089,135,2,85
3090,83,1,89
3090,96,1,94
3090,30,2,72
3091,6,1,90
3091,106,2,85
3091,86,1,96
3092,96,2,173
3092,97,1,69
3092,88,1,78
3092,82,1,79
3093,77,1,106
3093,94,1,101
3093,90,2,83
3093,33,2,94
3094,43,1,102
3094,133,2,205
3094,78,1,77
3095,84,2,83
3095,132,1,93
3095,12,1,93
3096,80,1,107
3096,6,1,91
3096,61,1,82
3097,150,2,103
3097,69,2,96
3097,3,1,84
3098,42,1,175
3098,124,1,100
3098,23,2,158
3099,126,1,100
3099,59,2,111
3099,75,2,87
3100,118,1,197
3100,79,1,81
3100,20,2,101
3101,115,2,97
3101,118,2,85
3101,129,2,104
3102,100,2,201
3102,34,1,85
3102,74,2,98
3103,52,2,95
3103,140,2,84
3103,73,1,194
3104,66,2,77
3104,115,2,98
3104,91,2,76
3105,105,2,88
3105,83,2,88
3105,135,2,86
3106,11,1,89
3106,20,1,82
3106,81,2,106
3107,121,2,85
3107,137,2,95
3107,127,2,87
3108,65,2,90
3108,33,2,95
3108,55,2,82
3109,79,1,82
3109,39,2,97
3109,34,1,86
3109,150,2,104
3110,119,1,85
3110,24,2,98
3110,23,1,204
3111,124,1,101
3111,52,2,96
3111,69,2,97
3112,129,2,105
3112,120,1,83
3112,3,2,90
3113,82,2,88
3113,24,1,93
3113,121,1,100
3114,31,1,106
3114,124,2,99
3114,84,2,84
3114,136,2,100
3115,75,2,88
3115,111,1,207
3115,132,1,94
3116,53,1,110
3116,150,2,105
3116,38,1,96
3116,130,1,90
3117,110,2,85
3117,125,2,98
3117,27,2,103
3117,48,1,80
3118,122,2,93
3118,124,1,102
3118,126,1,101
3118,115,2,99
3119,121,1,101
3119,136,2,101
3119,147,2,204
3120,100,1,95
3120,105,1,90
3120,120,2,101
3120,18,2,84
3121,124,1,103
3121,118,1,198
3121,3,1,85
3121,105,2,89
3122,52,2,97
3122,137,2,96
3122,40,2,155
3123,141,2,80
3123,107,1,104
3123,52,1,99
3124,56,2,88
3124,41,1,87
3124,75,1,104
3125,134,2,95
3125,68,1,91
3125,93,2,193
3126,37,1,193
3126,6,2,192
3126,23,1,205
3127,137,2,97
3127,15,2,111
3127,150,1,99
3128,1,1,191
3128,121,1,102
3128,125,2,99
3129,71,1,80
3129,111,1,208
3129,41,1,88
3130,61,1,83
3130,89,2,91
3130,32,2,83
3130,49,2,192
3131,61,1,84
3131,139,2,201
3131,70,2,148
3132,74,1,109
3132,141,1,81
3132,71,1,81
3133,113,1,103
3133,23,2,159
3133,22,1,96
3134,124,2,100
3134,63,1,99
3134,136,2,102
3134,126,1,102
3135,59,1,105
3135,24,1,94
3135,112,2,80
3136,53,1,111
3136,3,1,86
3136,17,1,90
3137,62,1,96
3137,41,1,89
3137,130,1,91
3138,122,2,94
3138,38,1,97
3138,65,2,91
3138,15,2,112
3139,34,1,87
3139,140,2,85
3139,69,1,81
3139,55,2,83
3140,64,2,92
3140,87,2,91
3140,19,1,151
3141,97,2,84
3141,137,1,96
3141,111,1,209
3142,114,1,105
3142,64,2,93
3142,100,2,202
3143,71,1,82
3143,116,1,93
3143,17,1,91
3144,148,1,80
3144,120,1,84
3144,38,2,90
3145,91,2,77
3145,60,1,97
3145,68,1,92
3146,132,2,106
3146,25,2,84
3146,59,2,112
3147,67,1,102
3147,26,1,96
3147,140,2,86
3148,36,2,159
3148,90,2,84
3148,132,1,95
3149,92,2,92
3149,49,1,185
3149,137,2,98
3149,87,2,92
3150,36,2,160
3150,37,1,194
3150,12,2,181
3150,15,2,113
3151,37,1,195
3151,65,2,92
3151,147,2,205
3151,59,1,106
3152,52,2,98
3152,31,1,107
3152,93,2,194
3153,124,1,104
3153,60,1,98
3153,87,2,93
3153,113,1,104
3154,32,1,83
3154,22,1,97
3154,41,1,90
3155,57,1,83
3155,114,1,106
3155,87,2,94
3156,137,2,99
3156,73,1,195
3156,26,1,97
3156,30,2,73
3157,59,2,113
3157,139,2,202
3157,144,1,85
3158,85,2,82
3158,125,2,100
3158,48,1,81
3159,150,1,100
3159,78,2,204
3159,117,2,108
3160,136,2,103
3160,137,1,97
3160,92,1,68
3161,27,2,104
3161,9,2,82
3161,22,1,98
3162,12,2,182
3162,64,2,94
3162,63,1,100
3163,120,2,102
3163,150,1,101
3163,135,1,107
3164,59,2,114
3164,96,1,95
3164,41,1,91
3164,32,1,84
3165,18,2,85
3165,23,1,206
3165,70,2,149
3166,56,1,98
3166,69,1,82
3166,96,2,174
3167,74,1,110
3167,92,2,93
3167,116,1,94
3168,78,1,78
3168,4,1,73
3168,38,2,91
3169,27,2,105
